per_idx,cat_idx,dt_idx,et_idx,is_adj,val
183,12,0,2,0,0.2
183,12,2,0,1,-0.2
183,12,2,0,0,9.9
184,12,1,0,0,39244
184,12,1,0,1,40416
184,12,0,1,1,0.8
184,12,0,1,0,0.8
184,12,0,2,1,0.2
184,12,0,2,0,0.2
184,12,2,0,1,-0.4
184,12,2,0,0,-3.8
185,12,1,0,0,42207
185,12,1,0,1,40740
185,12,0,1,1,0.8
185,12,0,1,0,0.8
185,12,0,2,1,0.1
185,12,0,2,0,0.1
185,12,2,0,1,0.8
185,12,2,0,0,7.6
186,12,1,0,0,41279
186,12,1,0,1,40870
186,12,0,1,1,0.8
186,12,0,1,0,0.8
186,12,0,2,1,0.1
186,12,0,2,0,0.1
186,12,2,0,1,0.3
186,12,2,0,0,-2.2
187,12,1,0,0,41619
187,12,1,0,1,41044
187,12,0,1,1,0.9
187,12,0,1,0,0.9
187,12,0,2,1,0.1
187,12,0,2,0,0.1
187,12,2,0,1,0.4
187,12,2,0,0,0.8
188,12,1,0,0,41896
188,12,1,0,1,40954
188,12,0,1,1,0.8
188,12,0,1,0,0.8
188,12,0,2,1,0.1
188,12,0,2,0,0.1
188,12,2,0,1,-0.2
188,12,2,0,0,0.7
189,12,1,0,0,40191
189,12,1,0,1,41095
189,12,0,1,1,0.8
189,12,0,1,0,0.8
189,12,0,2,1,0.1
189,12,0,2,0,0.1
189,12,2,0,1,0.3
189,12,2,0,0,-4.1
190,12,1,0,0,40924
190,12,1,0,1,41379
190,12,0,1,1,0.8
190,12,0,1,0,0.8
190,12,0,2,1,0.1
190,12,0,2,0,0.1
190,12,2,0,1,0.7
190,12,2,0,0,1.8
191,12,1,0,0,41910
191,12,1,0,1,41868
191,12,0,1,1,0.7
191,12,0,1,0,0.7
191,12,0,2,1,0.1
191,12,0,2,0,0.1
191,12,2,0,1,1.2
191,12,2,0,0,2.4
192,12,1,0,0,44476
192,12,1,0,1,41998
192,12,0,1,1,0.7
192,12,0,1,0,0.7
192,12,0,2,1,0.2
192,12,0,2,0,0.2
192,12,2,0,1,0.3
192,12,2,0,0,6.1
193,12,1,0,0,41864
193,12,1,0,1,42159
193,12,0,1,1,0.7
193,12,0,1,0,0.7
193,12,0,2,1,0.2
193,12,0,2,0,0.2
193,12,2,0,1,0.4
193,12,2,0,0,-5.9
194,12,1,0,0,39915
194,12,1,0,1,42016
194,12,0,1,1,0.8
194,12,0,1,0,0.8
194,12,0,2,1,0.2
194,12,0,2,0,0.2
194,12,2,0,1,-0.3
194,12,2,0,0,-4.7
195,12,1,0,0,42590
195,12,1,0,1,42168
195,12,0,1,1,0.8
195,12,0,1,0,0.8
195,12,0,2,1,0.2
195,12,0,2,0,0.2
195,12,2,0,1,0.4
195,12,2,0,0,6.7
196,12,1,0,0,40966
196,12,1,0,1,42584
196,12,0,1,1,0.9
196,12,0,1,0,0.9
196,12,0,2,1,0.2
196,12,0,2,0,0.2
196,12,2,0,1,1
196,12,2,0,0,-3.8
197,12,1,0,0,44549
197,12,1,0,1,42549
197,12,0,1,1,0.8
197,12,0,1,0,0.8
197,12,0,2,1,0.1
197,12,0,2,0,0.1
197,12,2,0,1,-0.1
197,12,2,0,0,8.7
198,12,1,0,0,42299
198,12,1,0,1,42683
198,12,0,1,1,0.9
198,12,0,1,0,0.9
198,12,0,2,1,0.1
198,12,0,2,0,0.1
198,12,2,0,1,0.3
198,12,2,0,0,-5.1
199,12,1,0,0,44057
199,12,1,0,1,42899
199,12,0,1,1,0.8
199,12,0,1,0,0.8
199,12,0,2,1,0.1
199,12,0,2,0,0.1
199,12,2,0,1,0.5
199,12,2,0,0,4.2
200,12,1,0,0,44010
200,12,1,0,1,43063
200,12,0,1,1,0.9
200,12,0,1,0,0.9
200,12,0,2,1,0.1
200,12,0,2,0,0.1
200,12,2,0,1,0.4
200,12,2,0,0,-0.1
201,12,1,0,0,41378
201,12,1,0,1,42834
201,12,0,1,1,1
201,12,0,1,0,1
201,12,0,2,1,0.2
201,12,0,2,0,0.2
201,12,2,0,1,-0.5
201,12,2,0,0,-6
202,12,1,0,0,42811
202,12,1,0,1,42768
202,12,0,1,1,0.9
202,12,0,1,0,0.9
202,12,0,2,1,0.2
202,12,0,2,0,0.2
202,12,2,0,1,-0.2
202,12,2,0,0,3.5
203,12,1,0,0,42751
203,12,1,0,1,42496
203,12,0,1,1,0.8
203,12,0,1,0,0.8
203,12,0,2,1,0.3
203,12,0,2,0,0.3
203,12,2,0,1,-0.6
203,12,2,0,0,-0.1
204,12,1,0,0,44032
204,12,1,0,1,42136
204,12,0,1,1,0.8
204,12,0,1,0,0.8
204,12,0,2,1,0.2
204,12,0,2,0,0.2
204,12,2,0,1,-0.8
204,12,2,0,0,3
205,12,1,0,0,42942
205,12,1,0,1,42771
205,12,0,1,1,0.9
205,12,0,1,0,0.9
205,12,0,2,1,0.1
205,12,0,2,0,0.1
205,12,2,0,1,1.5
205,12,2,0,0,-2.5
206,12,1,0,0,38522
206,12,1,0,1,42101
206,12,0,1,1,0.9
206,12,0,1,0,0.9
206,12,0,2,1,0.1
206,12,0,2,0,0.1
206,12,2,0,1,-1.6
206,12,2,0,0,-10.3
207,12,1,0,0,41312
207,12,1,0,1,42069
207,12,0,1,1,0.9
207,12,0,1,0,0.9
207,12,0,2,1,0.1
207,12,0,2,0,0.1
207,12,2,0,1,-0.1
207,12,2,0,0,7.2
208,12,1,0,0,41781
208,12,1,0,1,42288
208,12,0,1,1,1
208,12,0,1,0,1
208,12,0,2,1,0.1
208,12,0,2,0,0.1
208,12,2,0,1,0.5
208,12,2,0,0,1.1
209,12,1,0,0,44034
209,12,1,0,1,42300
209,12,0,1,1,0.9
209,12,0,1,0,0.9
209,12,0,2,1,0.3
209,12,0,2,0,0.3
209,12,2,0,1,0
209,12,2,0,0,5.4
210,12,1,0,0,42147
210,12,1,0,1,42530
210,12,0,1,1,0.9
210,12,0,1,0,0.9
210,12,0,2,1,0.1
210,12,0,2,0,0.1
210,12,2,0,1,0.5
210,12,2,0,0,-4.3
211,12,1,0,0,43839
211,12,1,0,1,42480
211,12,0,1,1,0.9
211,12,0,1,0,0.9
211,12,0,2,1,0.2
211,12,0,2,0,0.2
211,12,2,0,1,-0.1
211,12,2,0,0,4
212,12,1,0,0,42995
212,12,1,0,1,42401
212,12,0,1,1,1
212,12,0,1,0,1
212,12,0,2,1,0.1
212,12,0,2,0,0.1
212,12,2,0,1,-0.2
212,12,2,0,0,-1.9
213,12,1,0,0,41538
213,12,1,0,1,42691
213,12,0,1,1,1
213,12,0,1,0,1
213,12,0,2,1,0.1
213,12,0,2,0,0.1
213,12,2,0,1,0.7
213,12,2,0,0,-3.4
214,12,1,0,0,43020
214,12,1,0,1,42763
214,12,0,1,1,1
214,12,0,1,0,1
214,12,0,2,1,0.1
214,12,0,2,0,0.1
214,12,2,0,1,0.2
214,12,2,0,0,3.6
215,12,1,0,0,42508
215,12,1,0,1,42808
215,12,0,1,1,1
215,12,0,1,0,1
215,12,0,2,1,0.2
215,12,0,2,0,0.2
215,12,2,0,1,0.1
215,12,2,0,0,-1.2
216,12,1,0,0,45395
216,12,1,0,1,43192
216,12,0,1,1,1
216,12,0,1,0,1
216,12,0,2,1,0.1
216,12,0,2,0,0.1
216,12,2,0,1,0.9
216,12,2,0,0,6.8
217,12,1,0,0,42985
217,12,1,0,1,43028
217,12,0,1,1,1
217,12,0,1,0,1
217,12,0,2,1,0.2
217,12,0,2,0,0.2
217,12,2,0,1,-0.4
217,12,2,0,0,-5.3
218,12,1,0,0,40061
218,12,1,0,1,43735
218,12,0,1,1,1.1
218,12,0,1,0,1.1
218,12,0,2,1,0.3
218,12,0,2,0,0.3
218,12,2,0,1,1.6
218,12,2,0,0,-6.8
219,12,1,0,0,43434
219,12,1,0,1,43304
219,12,0,1,1,1.1
219,12,0,1,0,1.1
219,12,0,2,1,0.1
219,12,0,2,0,0.1
219,12,2,0,1,-1
219,12,2,0,0,8.4
220,12,1,0,0,42236
220,12,1,0,1,43186
220,12,0,1,1,1.2
220,12,0,1,0,1.2
220,12,0,2,1,0.2
220,12,0,2,0,0.2
220,12,2,0,1,-0.3
220,12,2,0,0,-2.8
221,12,1,0,0,44607
221,12,1,0,1,43266
221,12,0,1,1,1.1
221,12,0,1,0,1.1
221,12,0,2,1,0.2
221,12,0,2,0,0.2
221,12,2,0,1,0.2
221,12,2,0,0,5.6
222,12,1,0,0,42877
222,12,1,0,1,42963
222,12,0,1,1,1.2
222,12,0,1,0,1.2
222,12,0,2,1,0.2
222,12,0,2,0,0.2
222,12,2,0,1,-0.7
222,12,2,0,0,-3.9
223,12,1,0,0,44559
223,12,1,0,1,43011
223,12,0,1,1,1.2
223,12,0,1,0,1.2
223,12,0,2,1,0.1
223,12,0,2,0,0.1
223,12,2,0,1,0.1
223,12,2,0,0,3.9
224,12,1,0,0,43431
224,12,1,0,1,43258
224,12,0,1,1,1.4
224,12,0,1,0,1.4
224,12,0,2,1,0.2
224,12,0,2,0,0.2
224,12,2,0,1,0.6
224,12,2,0,0,-2.5
225,12,1,0,0,42642
225,12,1,0,1,43601
225,12,0,1,1,1.3
225,12,0,1,0,1.3
225,12,0,2,1,0.2
225,12,0,2,0,0.2
225,12,2,0,1,0.8
225,12,2,0,0,-1.8
226,12,1,0,0,43536
226,12,1,0,1,43493
226,12,0,1,1,1.3
226,12,0,1,0,1.3
226,12,0,2,1,0.2
226,12,0,2,0,0.2
226,12,2,0,1,-0.2
226,12,2,0,0,2.1
227,12,1,0,0,43724
227,12,1,0,1,44077
227,12,0,1,1,1.3
227,12,0,1,0,1.3
227,12,0,2,1,0.1
227,12,0,2,0,0.1
227,12,2,0,1,1.3
227,12,2,0,0,0.4
228,12,1,0,0,46658
228,12,1,0,1,44184
228,12,0,1,1,1.3
228,12,0,1,0,1.3
228,12,0,2,1,0.1
228,12,0,2,0,0.1
228,12,2,0,1,0.2
228,12,2,0,0,6.7
229,12,1,0,0,44282
229,12,1,0,1,44684
229,12,0,1,1,1.3
229,12,0,1,0,1.3
229,12,0,2,1,0.2
229,12,0,2,0,0.2
229,12,2,0,1,1.1
229,12,2,0,0,-5.1
230,12,1,0,0,41229
230,12,1,0,1,44961
230,12,0,1,1,1.3
230,12,0,1,0,1.3
230,12,0,2,1,0.1
230,12,0,2,0,0.1
230,12,2,0,1,0.6
230,12,2,0,0,-6.9
231,12,1,0,0,45068
231,12,1,0,1,45068
231,12,0,1,1,1.4
231,12,0,1,0,1.4
231,12,0,2,1,0.1
231,12,0,2,0,0.1
231,12,2,0,1,0.2
231,12,2,0,0,9.3
232,12,1,0,0,45586
232,12,1,0,1,45723
232,12,0,1,1,1.4
232,12,0,1,0,1.4
232,12,0,2,1,0.2
232,12,0,2,0,0.2
232,12,2,0,1,1.5
232,12,2,0,0,1.1
233,12,1,0,0,46318
233,12,1,0,1,45365
233,12,0,1,1,1.4
233,12,0,1,0,1.4
233,12,0,2,1,0.2
233,12,0,2,0,0.2
233,12,2,0,1,-0.8
233,12,2,0,0,1.6
234,12,1,0,0,45883
234,12,1,0,1,45791
234,12,0,1,1,1.3
234,12,0,1,0,1.3
234,12,0,2,1,0.2
234,12,0,2,0,0.2
234,12,2,0,1,0.9
234,12,2,0,0,-0.9
235,12,1,0,0,47171
235,12,1,0,1,45797
235,12,0,1,1,1.3
235,12,0,1,0,1.3
235,12,0,2,1,0.1
235,12,0,2,0,0.1
235,12,2,0,1,0
235,12,2,0,0,2.8
236,12,1,0,0,46448
236,12,1,0,1,46034
236,12,0,1,1,1.3
236,12,0,1,0,1.3
236,12,0,2,1,0.1
236,12,0,2,0,0.1
236,12,2,0,1,0.5
236,12,2,0,0,-1.5
237,12,1,0,0,44877
237,12,1,0,1,45840
237,12,0,1,1,1.3
237,12,0,1,0,1.3
237,12,0,2,1,0.1
237,12,0,2,0,0.1
237,12,2,0,1,-0.4
237,12,2,0,0,-3.4
238,12,1,0,0,45725
238,12,1,0,1,46047
238,12,0,1,1,1.3
238,12,0,1,0,1.3
238,12,0,2,1,0.2
238,12,0,2,0,0.2
238,12,2,0,1,0.5
238,12,2,0,0,1.9
239,12,1,0,0,46046
239,12,1,0,1,46185
239,12,0,1,1,1.3
239,12,0,1,0,1.3
239,12,0,2,1,0.2
239,12,0,2,0,0.2
239,12,2,0,1,0.3
239,12,2,0,0,0.7
240,12,1,0,0,48843
240,12,1,0,1,46035
240,12,0,1,1,1.3
240,12,0,1,0,1.3
240,12,0,2,1,0.2
240,12,0,2,0,0.2
240,12,2,0,1,-0.3
240,12,2,0,0,6.1
241,12,1,0,0,45462
241,12,1,0,1,46248
241,12,0,1,1,1.4
241,12,0,1,0,1.4
241,12,0,2,1,0.2
241,12,0,2,0,0.2
241,12,2,0,1,0.5
241,12,2,0,0,-6.9
242,12,1,0,0,44174
242,12,1,0,1,46353
242,12,0,1,1,1.4
242,12,0,1,0,1.4
242,12,0,2,1,0.7
242,12,0,2,0,0.7
242,12,2,0,1,0.2
242,12,2,0,0,-2.8
243,12,1,0,0,47408
243,12,1,0,1,46753
243,12,0,1,1,1.4
243,12,0,1,0,1.4
243,12,0,2,1,0.1
243,12,0,2,0,0.1
243,12,2,0,1,0.9
243,12,2,0,0,7.3
244,12,1,0,0,45754
244,12,1,0,1,46927
244,12,0,1,1,1.4
244,12,0,1,0,1.4
244,12,0,2,1,0.1
244,12,0,2,0,0.1
244,12,2,0,1,0.4
244,12,2,0,0,-3.5
245,12,1,0,0,48420
245,12,1,0,1,46873
245,12,0,1,1,1.4
245,12,0,1,0,1.4
245,12,0,2,1,0.2
245,12,0,2,0,0.2
245,12,2,0,1,-0.1
245,12,2,0,0,5.8
246,12,1,0,0,47217
246,12,1,0,1,46842
246,12,0,1,1,1.4
246,12,0,1,0,1.4
246,12,0,2,1,0.2
246,12,0,2,0,0.2
246,12,2,0,1,-0.1
246,12,2,0,0,-2.5
247,12,1,0,0,47473
247,12,1,0,1,46956
247,12,0,1,1,1.3
247,12,0,1,0,1.3
247,12,0,2,1,0.1
247,12,0,2,0,0.1
247,12,2,0,1,0.2
247,12,2,0,0,0.5
248,12,1,0,0,48047
248,12,1,0,1,47013
248,12,0,1,1,1.3
248,12,0,1,0,1.3
248,12,0,2,1,0.1
248,12,0,2,0,0.1
248,12,2,0,1,0.1
248,12,2,0,0,1.2
249,12,1,0,0,46047
249,12,1,0,1,47131
249,12,0,1,1,1.3
249,12,0,1,0,1.3
249,12,0,2,1,0.1
249,12,0,2,0,0.1
249,12,2,0,1,0.3
249,12,2,0,0,-4.2
250,12,1,0,0,46975
250,12,1,0,1,47449
250,12,0,1,1,1.3
250,12,0,1,0,1.3
250,12,0,2,1,0.2
250,12,0,2,0,0.2
250,12,2,0,1,0.7
250,12,2,0,0,2
251,12,1,0,0,47310
251,12,1,0,1,47310
251,12,0,1,1,1.3
251,12,0,1,0,1.3
251,12,0,2,1,0.1
251,12,0,2,0,0.1
251,12,2,0,1,-0.3
251,12,2,0,0,0.7
252,12,1,0,0,49358
252,12,1,0,1,47097
252,12,0,1,1,1.3
252,12,0,1,0,1.3
252,12,0,2,1,0.2
252,12,0,2,0,0.2
252,12,2,0,1,-0.5
252,12,2,0,0,4.3
253,12,1,0,0,47077
253,12,1,0,1,47219
253,12,0,1,1,1.3
253,12,0,1,0,1.3
253,12,0,2,1,0.1
253,12,0,2,0,0.1
253,12,2,0,1,0.3
253,12,2,0,0,-4.6
254,12,1,0,0,43830
254,12,1,0,1,47641
254,12,0,1,1,1.4
254,12,0,1,0,1.4
254,12,0,2,1,0.1
254,12,0,2,0,0.1
254,12,2,0,1,0.9
254,12,2,0,0,-6.9
255,12,1,0,0,48862
255,12,1,0,1,47577
255,12,0,1,1,2.2
255,12,0,1,0,2.2
255,12,0,2,1,0.2
255,12,0,2,0,0.2
255,12,2,0,1,-0.1
255,12,2,0,0,11.5
256,12,1,0,0,45308
256,12,1,0,1,47245
256,12,0,1,1,2.4
256,12,0,1,0,2.4
256,12,0,2,1,0.2
256,12,0,2,0,0.2
256,12,2,0,1,-0.7
256,12,2,0,0,-7.3
257,12,1,0,0,49542
257,12,1,0,1,47728
257,12,0,1,1,2.5
257,12,0,1,0,2.5
257,12,0,2,1,0.2
257,12,0,2,0,0.2
257,12,2,0,1,1
257,12,2,0,0,9.3
258,12,1,0,0,47759
258,12,1,0,1,47711
258,12,0,1,1,2.5
258,12,0,1,0,2.5
258,12,0,2,1,0.2
258,12,0,2,0,0.2
258,12,2,0,1,0
258,12,2,0,0,-3.6
259,12,1,0,0,48781
259,12,1,0,1,48013
259,12,0,1,1,2.7
259,12,0,1,0,2.7
259,12,0,2,1,0.2
259,12,0,2,0,0.2
259,12,2,0,1,0.6
259,12,2,0,0,2.1
260,12,1,0,0,49287
260,12,1,0,1,48085
260,12,0,1,1,2.7
260,12,0,1,0,2.7
260,12,0,2,1,0.1
260,12,0,2,0,0.1
260,12,2,0,1,0.1
260,12,2,0,0,1
261,12,1,0,0,46503
261,12,1,0,1,48190
261,12,0,1,1,2.6
261,12,0,1,0,2.6
261,12,0,2,1,0.2
261,12,0,2,0,0.2
261,12,2,0,1,0.2
261,12,2,0,0,-5.6
262,12,1,0,0,48291
262,12,1,0,1,48339
262,12,0,1,1,2.5
262,12,0,1,0,2.5
262,12,0,2,1,0.2
262,12,0,2,0,0.2
262,12,2,0,1,0.3
262,12,2,0,0,3.8
263,12,1,0,0,48917
263,12,1,0,1,48337
263,12,0,1,1,2.4
263,12,0,1,0,2.4
263,12,0,2,1,0.1
263,12,0,2,0,0.1
263,12,2,0,1,0
263,12,2,0,0,1.3
264,12,1,0,0,50390
264,12,1,0,1,48875
264,12,0,1,1,2.3
264,12,0,1,0,2.3
264,12,0,2,1,0.1
264,12,0,2,0,0.1
264,12,2,0,1,1.1
264,12,2,0,0,3
265,12,1,0,0,49165
265,12,1,0,1,49018
265,12,0,1,1,2.3
265,12,0,1,0,2.3
265,12,0,2,1,0.2
265,12,0,2,0,0.2
265,12,2,0,1,0.3
265,12,2,0,0,-2.4
266,12,1,0,0,45122
266,12,1,0,1,49046
266,12,0,1,1,1.3
266,12,0,1,0,1.3
266,12,0,2,1,1
266,12,0,2,0,1
266,12,2,0,1,0.1
266,12,2,0,0,-8.2
267,12,1,0,0,49033
267,12,1,0,1,49131
267,12,0,1,1,1.3
267,12,0,1,0,1.3
267,12,0,2,1,0.2
267,12,0,2,0,0.2
267,12,2,0,1,0.2
267,12,2,0,0,8.7
268,12,1,0,0,48727
268,12,1,0,1,49419
268,12,0,1,1,1.3
268,12,0,1,0,1.3
268,12,0,2,1,0.2
268,12,0,2,0,0.2
268,12,2,0,1,0.6
268,12,2,0,0,-0.6
269,12,1,0,0,51776
269,12,1,0,1,49641
269,12,0,1,1,1.3
269,12,0,1,0,1.3
269,12,0,2,1,0.1
269,12,0,2,0,0.1
269,12,2,0,1,0.4
269,12,2,0,0,6.3
270,12,1,0,0,49458
270,12,1,0,1,50008
270,12,0,1,1,1.4
270,12,0,1,0,1.4
270,12,0,2,1,0.2
270,12,0,2,0,0.2
270,12,2,0,1,0.7
270,12,2,0,0,-4.5
271,12,1,0,0,51374
271,12,1,0,1,50219
271,12,0,1,1,1.4
271,12,0,1,0,1.4
271,12,0,2,1,0.1
271,12,0,2,0,0.1
271,12,2,0,1,0.4
271,12,2,0,0,3.9
272,12,1,0,0,51298
272,12,1,0,1,50342
272,12,0,1,1,1.5
272,12,0,1,0,1.5
272,12,0,2,1,0.2
272,12,0,2,0,0.2
272,12,2,0,1,0.2
272,12,2,0,0,-0.1
273,12,1,0,0,48826
273,12,1,0,1,50545
273,12,0,1,1,1.4
273,12,0,1,0,1.4
273,12,0,2,1,0.1
273,12,0,2,0,0.1
273,12,2,0,1,0.4
273,12,2,0,0,-4.8
274,12,1,0,0,50995
274,12,1,0,1,50741
274,12,0,1,1,1.4
274,12,0,1,0,1.4
274,12,0,2,1,0.2
274,12,0,2,0,0.2
274,12,2,0,1,0.4
274,12,2,0,0,4.4
275,12,1,0,0,50946
275,12,1,0,1,50743
275,12,0,1,1,1.4
275,12,0,1,0,1.4
275,12,0,2,1,0.1
275,12,0,2,0,0.1
275,12,2,0,1,0
275,12,2,0,0,-0.1
276,12,1,0,0,52883
276,12,1,0,1,50898
276,12,0,1,1,1.5
276,12,0,1,0,1.5
276,12,0,2,1,0.1
276,12,0,2,0,0.1
276,12,2,0,1,0.3
276,12,2,0,0,3.8
277,12,1,0,0,51377
277,12,1,0,1,50969
277,12,0,1,1,1.5
277,12,0,1,0,1.5
277,12,0,2,1,0.1
277,12,0,2,0,0.1
277,12,2,0,1,0.1
277,12,2,0,0,-2.8
278,12,1,0,0,46905
278,12,1,0,1,51039
278,12,0,1,1,1.5
278,12,0,1,0,1.5
278,12,0,2,1,0.1
278,12,0,2,0,0.1
278,12,2,0,1,0.1
278,12,2,0,0,-8.7
279,12,1,0,0,50933
279,12,1,0,1,50984
279,12,0,1,1,1.5
279,12,0,1,0,1.5
279,12,0,2,1,0.1
279,12,0,2,0,0.1
279,12,2,0,1,-0.1
279,12,2,0,0,8.6
280,12,1,0,0,49828
280,12,1,0,1,50845
280,12,0,1,1,1.5
280,12,0,1,0,1.5
280,12,0,2,1,0.1
280,12,0,2,0,0.1
280,12,2,0,1,-0.3
280,12,2,0,0,-2.2
281,12,1,0,0,52888
281,12,1,0,1,50952
281,12,0,1,1,1.5
281,12,0,1,0,1.5
281,12,0,2,1,0.2
281,12,0,2,0,0.2
281,12,2,0,1,0.2
281,12,2,0,0,6.1
282,12,1,0,0,50610
282,12,1,0,1,51121
282,12,0,1,1,1.5
282,12,0,1,0,1.5
282,12,0,2,1,0.2
282,12,0,2,0,0.2
282,12,2,0,1,0.3
282,12,2,0,0,-4.3
283,12,1,0,0,52738
283,12,1,0,1,51302
283,12,0,1,1,1.6
283,12,0,1,0,1.6
283,12,0,2,1,0.1
283,12,0,2,0,0.1
283,12,2,0,1,0.4
283,12,2,0,0,4.2
284,12,1,0,0,51738
284,12,1,0,1,51327
284,12,0,1,1,1.5
284,12,0,1,0,1.5
284,12,0,2,1,0.1
284,12,0,2,0,0.1
284,12,2,0,1,0
284,12,2,0,0,-1.9
285,12,1,0,0,49863
285,12,1,0,1,51194
285,12,0,1,1,1.4
285,12,0,1,0,1.4
285,12,0,2,1,0.2
285,12,0,2,0,0.2
285,12,2,0,1,-0.3
285,12,2,0,0,-3.6
286,12,1,0,0,51595
286,12,1,0,1,51034
286,12,0,1,1,1.3
286,12,0,1,0,1.3
286,12,0,2,1,0.2
286,12,0,2,0,0.2
286,12,2,0,1,-0.3
286,12,2,0,0,3.5
287,12,1,0,0,50972
287,12,1,0,1,51435
287,12,0,1,1,1.3
287,12,0,1,0,1.3
287,12,0,2,1,0.1
287,12,0,2,0,0.1
287,12,2,0,1,0.8
287,12,2,0,0,-1.2
288,12,1,0,0,53712
288,12,1,0,1,51154
288,12,0,1,1,1.3
288,12,0,1,0,1.3
288,12,0,2,1,0.1
288,12,0,2,0,0.1
288,12,2,0,1,-0.5
288,12,2,0,0,5.4
289,12,1,0,0,51635
289,12,1,0,1,51481
289,12,0,1,1,1.5
289,12,0,1,0,1.5
289,12,0,2,1,0.4
289,12,0,2,0,0.4
289,12,2,0,1,0.6
289,12,2,0,0,-3.9
290,12,1,0,0,48543
290,12,1,0,1,51314
290,12,0,1,1,1.5
290,12,0,1,0,1.5
290,12,0,2,1,0.1
290,12,0,2,0,0.1
290,12,2,0,1,-0.3
290,12,2,0,0,-6
291,12,1,0,0,52006
291,12,1,0,1,50886
291,12,0,1,1,1.5
291,12,0,1,0,1.5
291,12,0,2,1,0.1
291,12,0,2,0,0.1
291,12,2,0,1,-0.8
291,12,2,0,0,7.1
292,12,1,0,0,50268
292,12,1,0,1,51504
292,12,0,1,1,1.5
292,12,0,1,0,1.5
292,12,0,2,1,0.1
292,12,0,2,0,0.1
292,12,2,0,1,1.2
292,12,2,0,0,-3.3
293,12,1,0,0,52740
293,12,1,0,1,51706
293,12,0,1,1,1.5
293,12,0,1,0,1.5
293,12,0,2,1,0.2
293,12,0,2,0,0.2
293,12,2,0,1,0.4
293,12,2,0,0,4.9
294,12,1,0,0,51995
294,12,1,0,1,51995
294,12,0,1,1,1.5
294,12,0,1,0,1.5
294,12,0,2,1,0.1
294,12,0,2,0,0.1
294,12,2,0,1,0.6
294,12,2,0,0,-1.4
295,12,1,0,0,53016
295,12,1,0,1,51673
295,12,0,1,1,1.6
295,12,0,1,0,1.6
295,12,0,2,1,0.2
295,12,0,2,0,0.2
295,12,2,0,1,-0.6
295,12,2,0,0,2
296,12,1,0,0,52094
296,12,1,0,1,51886
296,12,0,1,1,1.5
296,12,0,1,0,1.5
296,12,0,2,1,0.1
296,12,0,2,0,0.1
296,12,2,0,1,0.4
296,12,2,0,0,-1.7
297,12,1,0,0,51015
297,12,1,0,1,52109
297,12,0,1,1,1.6
297,12,0,1,0,1.6
297,12,0,2,1,0.1
297,12,0,2,0,0.1
297,12,2,0,1,0.4
297,12,2,0,0,-2.1
298,12,1,0,0,52241
298,12,1,0,1,52451
298,12,0,1,1,1.5
298,12,0,1,0,1.5
298,12,0,2,1,0.1
298,12,0,2,0,0.1
298,12,2,0,1,0.7
298,12,2,0,0,2.4
299,12,1,0,0,52347
299,12,1,0,1,52452
299,12,0,1,1,1.5
299,12,0,1,0,1.5
299,12,0,2,1,0.1
299,12,0,2,0,0.1
299,12,2,0,1,0
299,12,2,0,0,0.2
300,12,1,0,0,55981
300,12,1,0,1,52564
300,12,0,1,1,1.5
300,12,0,1,0,1.5
300,12,0,2,1,0.1
300,12,0,2,0,0.1
300,12,2,0,1,0.2
300,12,2,0,0,6.9
301,12,1,0,0,52120
301,12,1,0,1,52860
301,12,0,1,1,1.6
301,12,0,1,0,1.6
301,12,0,2,1,0.2
301,12,0,2,0,0.2
301,12,2,0,1,0.6
301,12,2,0,0,-6.9
302,12,1,0,0,48805
302,12,1,0,1,53164
302,12,0,1,1,1.6
302,12,0,1,0,1.6
302,12,0,2,1,0.1
302,12,0,2,0,0.1
302,12,2,0,1,0.6
302,12,2,0,0,-6.4
303,12,1,0,0,53915
303,12,1,0,1,53647
303,12,0,1,1,1.6
303,12,0,1,0,1.6
303,12,0,2,1,0.1
303,12,0,2,0,0.1
303,12,2,0,1,0.9
303,12,2,0,0,10.5
304,12,1,0,0,53191
304,12,1,0,1,53728
304,12,0,1,1,1.6
304,12,0,1,0,1.6
304,12,0,2,1,0.1
304,12,0,2,0,0.1
304,12,2,0,1,0.2
304,12,2,0,0,-1.3
305,12,1,0,0,55250
305,12,1,0,1,53850
305,12,0,1,1,1.7
305,12,0,1,0,1.7
305,12,0,2,1,0.2
305,12,0,2,0,0.2
305,12,2,0,1,0.2
305,12,2,0,0,3.9
306,12,1,0,0,53743
306,12,1,0,1,53689
306,12,0,1,1,1.6
306,12,0,1,0,1.6
306,12,0,2,1,0.2
306,12,0,2,0,0.2
306,12,2,0,1,-0.3
306,12,2,0,0,-2.7
307,12,1,0,0,54704
307,12,1,0,1,53790
307,12,0,1,1,1.7
307,12,0,1,0,1.7
307,12,0,2,1,0.1
307,12,0,2,0,0.1
307,12,2,0,1,0.2
307,12,2,0,0,1.8
308,12,1,0,0,54629
308,12,1,0,1,53981
308,12,0,1,1,1.6
308,12,0,1,0,1.6
308,12,0,2,1,0.1
308,12,0,2,0,0.1
308,12,2,0,1,0.4
308,12,2,0,0,-0.1
309,12,1,0,0,53701
309,12,1,0,1,54630
309,12,0,1,1,1.6
309,12,0,1,0,1.6
309,12,0,2,1,0.1
309,12,0,2,0,0.1
309,12,2,0,1,1.2
309,12,2,0,0,-1.7
310,12,1,0,0,54116
310,12,1,0,1,54773
310,12,0,1,1,1.6
