Decade,Year,Commodity,EndUse,Category,Item,Unit,PublishValue
1970's,1970,Cabbage,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,15.73
1970's,1970,Cabbage,Processing,Supply,Production,Million pounds,532.20
1970's,1970,Cabbage,Processing,Supply,Imports,Million pounds,0.10
1970's,1970,Cabbage,Processing,Supply,Beginning Stocks,Million pounds,362.60
1970's,1970,Cabbage,Processing,Supply,Total Supply,Million pounds,894.90
1970's,1970,Cabbage,Processing,Availability,Ending Stocks,Million pounds,422.70
1970's,1970,Cabbage,Processing,Availability,Domestic Availability,Million pounds,472.20
1970's,1970,Cabbage,Processing,Availability,Per Capita Availability,Pounds,2.30
1970's,1970,Cabbage,Processing,Season Average Price,Current Dollars,$/ton,17.70
1970's,1970,Cabbage,Processing,Season Average Price,Constant 2012 Dollars,$/ton,81.65
1970's,1970,Carrots,Canning,Supply,Production,Million pounds,405.40
1970's,1970,Carrots,Canning,Supply,Imports,Million pounds,0.00
1970's,1970,Carrots,Canning,Supply,Beginning Stocks,Million pounds,308.00
1970's,1970,Carrots,Canning,Supply,Total Supply,Million pounds,713.40
1970's,1970,Carrots,Canning,Availability,Exports,Million pounds,0.00
1970's,1970,Carrots,Canning,Availability,Ending Stocks,Million pounds,274.80
1970's,1970,Carrots,Canning,Availability,Domestic Availability,Million pounds,438.60
1970's,1970,Carrots,Canning,Availability,Per Capita Availability,Pounds,2.14
1970's,1970,Carrots,Freezing,Supply,Production,Million pounds,315.00
1970's,1970,Carrots,Freezing,Supply,Beginning Stocks,Million pounds,173.90
1970's,1970,Carrots,Freezing,Supply,Total Supply,Million pounds,488.80
1970's,1970,Carrots,Freezing,Availability,Exports,Million pounds,1.80
1970's,1970,Carrots,Freezing,Availability,Ending Stocks,Million pounds,199.80
1970's,1970,Carrots,Freezing,Availability,Domestic Availability,Million pounds,287.30
1970's,1970,Carrots,Freezing,Availability,Per Capita Availability,Pounds,1.40
1970's,1970,Carrots,Freezing,Season Average Price,Current Dollars,$/ton,28.20
1970's,1970,Carrots,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,130.09
1970's,1970,Carrots,Fresh,Supply,Production,Million pounds,1218.20
1970's,1970,Carrots,Fresh,Supply,Imports,Million pounds,56.20
1970's,1970,Carrots,Fresh,Supply,Total Supply,Million pounds,1274.40
1970's,1970,Carrots,Fresh,Availability,Exports,Million pounds,50.60
1970's,1970,Carrots,Fresh,Availability,Domestic Availability,Million pounds,1223.80
1970's,1970,Carrots,Fresh,Availability,Per Capita Availability,Pounds,5.97
1970's,1970,Carrots,Fresh,Season Average Price,Current Dollars,$/cwt,5.09
1970's,1970,Carrots,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,23.48
1970's,1970,Cauliflower,Fresh,Supply,Production,Million pounds,151.90
1970's,1970,Cauliflower,Fresh,Supply,Imports,Million pounds,0.10
1970's,1970,Cauliflower,Fresh,Supply,Total Supply,Million pounds,152.00
1970's,1970,Cauliflower,Fresh,Availability,Domestic Availability,Million pounds,152.00
1970's,1970,Cauliflower,Fresh,Availability,Per Capita Availability,Pounds,0.74
1970's,1970,Cauliflower,Fresh,Season Average Price,Current Dollars,$/cwt,12.40
1970's,1970,Cauliflower,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,57.20
1970's,1970,Cauliflower,Processing,Supply,Production,Million pounds,94.40
1970's,1970,Cauliflower,Processing,Supply,Imports,Million pounds,0.00
1970's,1970,Cauliflower,Processing,Supply,Beginning Stocks,Million pounds,65.10
1970's,1970,Cauliflower,Processing,Supply,Total Supply,Million pounds,159.50
1970's,1970,Cauliflower,Processing,Availability,Exports,Million pounds,0.50
1970's,1970,Cauliflower,Processing,Availability,Ending Stocks,Million pounds,57.00
1970's,1970,Cauliflower,Processing,Availability,Domestic Availability,Million pounds,101.90
1970's,1970,Cauliflower,Processing,Availability,Per Capita Availability,Pounds,0.50
1970's,1970,Cauliflower,Processing,Season Average Price,Current Dollars,$/ton,106.00
1970's,1970,Cauliflower,Processing,Season Average Price,Constant 2012 Dollars,$/ton,489.00
1970's,1970,Celery,All uses,Supply,Production,Million pounds,1581.10
1970's,1970,Celery,All uses,Supply,Imports,Million pounds,1.70
1970's,1970,Celery,All uses,Supply,Total Supply,Million pounds,1582.80
1970's,1970,Celery,All uses,Availability,Exports,Million pounds,92.80
1970's,1970,Celery,All uses,Availability,Domestic Availability,Million pounds,1490.00
1970's,1970,Celery,All uses,Availability,Per Capita Availability,Pounds,7.27
1970's,1970,Celery,All uses,Season Average Price,Current Dollars,$/cwt,5.39
1970's,1970,Celery,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,24.87
1970's,1970,Cucumbers,Fresh,Supply,Production,Million pounds,447.80
1970's,1970,Cucumbers,Fresh,Supply,Imports,Million pounds,143.30
1970's,1970,Cucumbers,Fresh,Supply,Total Supply,Million pounds,591.10
1970's,1970,Cucumbers,Fresh,Availability,Exports,Million pounds,13.20
1970's,1970,Cucumbers,Fresh,Availability,Domestic Availability,Million pounds,577.90
1970's,1970,Cucumbers,Fresh,Availability,Per Capita Availability,Pounds,2.82
1970's,1970,Cucumbers,Fresh,Season Average Price,Current Dollars,$/cwt,6.42
1970's,1970,Cucumbers,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,29.62
1970's,1970,Cucumbers,Processing,Supply,Production,Million pounds,1177.60
1970's,1970,Cucumbers,Processing,Supply,Imports,Million pounds,3.60
1970's,1970,Cucumbers,Processing,Supply,Beginning Stocks,Million pounds,402.00
1970's,1970,Cucumbers,Processing,Supply,Total Supply,Million pounds,1583.20
1970's,1970,Cucumbers,Processing,Availability,Exports,Million pounds,0.90
1970's,1970,Cucumbers,Processing,Availability,Ending Stocks,Million pounds,421.10
1970's,1970,Cucumbers,Processing,Availability,Domestic Availability,Million pounds,1161.20
1970's,1970,Cucumbers,Processing,Availability,Per Capita Availability,Pounds,5.66
1970's,1970,Cucumbers,Processing,Season Average Price,Current Dollars,$/ton,94.10
1970's,1970,Cucumbers,Processing,Season Average Price,Constant 2012 Dollars,$/ton,434.10
1970's,1970,Eggplant,All uses,Supply,Production,Million pounds,46.70
1970's,1970,Eggplant,All uses,Supply,Imports,Million pounds,21.70
1970's,1970,Eggplant,All uses,Supply,Total Supply,Million pounds,68.40
1970's,1970,Eggplant,All uses,Availability,Domestic Availability,Million pounds,68.40
1970's,1970,Eggplant,All uses,Availability,Per Capita Availability,Pounds,0.33
1970's,1970,Eggplant,All uses,Season Average Price,Current Dollars,$/cwt,8.03
1970's,1970,Eggplant,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,37.04
1970's,1970,Escarole & Endive,All uses,Supply,Production,Million pounds,112.00
1970's,1970,Escarole & Endive,All uses,Supply,Imports,Million pounds,2.10
1970's,1970,Escarole & Endive,All uses,Supply,Total Supply,Million pounds,114.10
1970's,1970,Escarole & Endive,All uses,Availability,Domestic Availability,Million pounds,114.10
1970's,1970,Escarole & Endive,All uses,Availability,Per Capita Availability,Pounds,0.56
1970's,1970,Escarole & Endive,All uses,Season Average Price,Current Dollars,$/cwt,6.48
1970's,1970,Escarole & Endive,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,29.89
1970's,1970,Garlic,All uses,Supply,Production,Million pounds,72.80
1970's,1970,Garlic,All uses,Supply,Imports,Million pounds,19.40
1970's,1970,Garlic,All uses,Supply,Total Supply,Million pounds,92.20
1970's,1970,Garlic,All uses,Availability,Seed Use,Million pounds,1.50
1970's,1970,Garlic,All uses,Availability,Domestic Availability,Million pounds,90.70
1970's,1970,Garlic,All uses,Availability,Per Capita Availability,Pounds,0.44
1970's,1970,Garlic,All uses,Season Average Price,Current Dollars,$/cwt,8.39
1970's,1970,Garlic,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,38.70
1970's,1970,Green Lima Beans,Canning,Supply,Production,Million pounds,46.90
1970's,1970,Green Lima Beans,Canning,Supply,Total Supply,Million pounds,46.90
1970's,1970,Green Lima Beans,Canning,Availability,Domestic Availability,Million pounds,46.90
1970's,1970,Green Lima Beans,Canning,Availability,Per Capita Availability,Pounds,0.23
1970's,1970,Green Lima Beans,Canning,Season Average Price,Current Dollars,$/ton,157.00
1970's,1970,Green Lima Beans,Canning,Season Average Price,Constant 2012 Dollars,$/ton,724.27
1970's,1970,Green Lima Beans,Freezing,Supply,Production,Million pounds,110.60
1970's,1970,Green Lima Beans,Freezing,Supply,Imports,Million pounds,0.00
1970's,1970,Green Lima Beans,Freezing,Supply,Beginning Stocks,Million pounds,144.60
1970's,1970,Green Lima Beans,Freezing,Supply,Total Supply,Million pounds,255.20
1970's,1970,Green Lima Beans,Freezing,Availability,Exports,Million pounds,0.00
1970's,1970,Green Lima Beans,Freezing,Availability,Ending Stocks,Million pounds,109.50
1970's,1970,Green Lima Beans,Freezing,Availability,Domestic Availability,Million pounds,145.60
1970's,1970,Green Lima Beans,Freezing,Availability,Per Capita Availability,Pounds,0.71
1970's,1970,Green Lima Beans,Freezing,Season Average Price,Current Dollars,$/ton,195.44
1970's,1970,Green Lima Beans,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,901.60
1970's,1970,Green Peas,Canning,Supply,Production,Million pounds,599.80
1970's,1970,Green Peas,Canning,Supply,Imports,Million pounds,8.00
1970's,1970,Green Peas,Canning,Supply,Beginning Stocks,Million pounds,461.20
1970's,1970,Green Peas,Canning,Supply,Total Supply,Million pounds,1069.00
1970's,1970,Green Peas,Canning,Availability,Exports,Million pounds,2.80
1970's,1970,Green Peas,Canning,Availability,Ending Stocks,Million pounds,412.80
1970's,1970,Green Peas,Canning,Availability,Domestic Availability,Million pounds,653.30
1970's,1970,Green Peas,Canning,Availability,Per Capita Availability,Pounds,3.19
1970's,1970,Green Peas,Canning,Season Average Price,Current Dollars,$/ton,109.00
1970's,1970,Green Peas,Canning,Season Average Price,Constant 2012 Dollars,$/ton,502.84
1970's,1970,Green Peas,Freezing,Supply,Production,Million pounds,352.70
1970's,1970,Green Peas,Freezing,Supply,Imports,Million pounds,0.20
1970's,1970,Green Peas,Freezing,Supply,Beginning Stocks,Million pounds,303.10
1970's,1970,Green Peas,Freezing,Supply,Total Supply,Million pounds,656.00
1970's,1970,Green Peas,Freezing,Availability,Exports,Million pounds,2.20
1970's,1970,Green Peas,Freezing,Availability,Ending Stocks,Million pounds,260.30
1970's,1970,Green Peas,Freezing,Availability,Domestic Availability,Million pounds,393.50
1970's,1970,Green Peas,Freezing,Availability,Per Capita Availability,Pounds,1.92
1970's,1970,Green Peas,Freezing,Season Average Price,Current Dollars,$/ton,109.00
1970's,1970,Green Peas,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,502.84
1970's,1970,Head Lettuce,Fresh,Supply,Production,Million pounds,4836.50
1970's,1970,Head Lettuce,Fresh,Supply,Imports,Million pounds,2.30
1970's,1970,Head Lettuce,Fresh,Supply,Total Supply,Million pounds,4838.80
1970's,1970,Head Lettuce,Fresh,Availability,Exports,Million pounds,250.50
1970's,1970,Head Lettuce,Fresh,Availability,Domestic Availability,Million pounds,4588.30
1970's,1970,Head Lettuce,Fresh,Availability,Per Capita Availability,Pounds,22.38
1970's,1970,Head Lettuce,Fresh,Season Average Price,Current Dollars,$/cwt,4.75
1970's,1970,Head Lettuce,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,21.91
1970's,1970,Mushrooms,Fresh,Supply,Production,Million pounds,58.30
1970's,1970,Mushrooms,Fresh,Supply,Imports,Million pounds,0.40
1970's,1970,Mushrooms,Fresh,Supply,Total Supply,Million pounds,58.60
1970's,1970,Mushrooms,Fresh,Availability,Exports,Million pounds,0.00
1970's,1970,Mushrooms,Fresh,Availability,Domestic Availability,Million pounds,58.60
1970's,1970,Mushrooms,Fresh,Availability,Per Capita Availability,Pounds,0.28
1970's,1970,Mushrooms,Fresh,Season Average Price,Current Dollars,$/cwt,57.90
1970's,1970,Mushrooms,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,254.21
1970's,1970,Mushrooms,Processing,Supply,Production,Million pounds,148.50
1970's,1970,Mushrooms,Processing,Supply,Imports,Million pounds,54.00
1970's,1970,Mushrooms,Processing,Supply,Total Supply,Million pounds,202.50
1970's,1970,Mushrooms,Processing,Availability,Exports,Million pounds,0.00
1970's,1970,Mushrooms,Processing,Availability,Domestic Availability,Million pounds,202.50
1970's,1970,Mushrooms,Processing,Availability,Per Capita Availability,Pounds,0.99
1970's,1970,Mushrooms,Processing,Season Average Price,Current Dollars,$/cwt,39.00
1970's,1970,Mushrooms,Processing,Season Average Price,Constant 2012 Dollars,$/cwt,179.91
1970's,1970,Onions,Dehydrating,Supply,Production,Million pounds,470.00
1970's,1970,Onions,Dehydrating,Supply,Imports,Million pounds,0.70
1970's,1970,Onions,Dehydrating,Supply,Beginning Stocks,Million pounds,8.10
1970's,1970,Onions,Dehydrating,Supply,Total Supply,Million pounds,478.80
1970's,1970,Onions,Dehydrating,Availability,Exports,Million pounds,219.90
1970's,1970,Onions,Dehydrating,Availability,Ending Stocks,Million pounds,11.10
1970's,1970,Onions,Dehydrating,Availability,Shrink and Loss,Million pounds,5.70
1970's,1970,Onions,Dehydrating,Availability,Domestic Availability,Million pounds,242.00
1970's,1970,Onions,Dehydrating,Availability,Per Capita Availability,Pounds,1.18
1970's,1970,Onions,Fresh,Supply,Production,Million pounds,2602.30
1970's,1970,Onions,Fresh,Supply,Imports,Million pounds,83.40
1970's,1970,Onions,Fresh,Supply,Beginning Stocks,Million pounds,445.50
1970's,1970,Onions,Fresh,Supply,Total Supply,Million pounds,3131.20
1970's,1970,Onions,Fresh,Availability,Exports,Million pounds,147.20
1970's,1970,Onions,Fresh,Availability,Ending Stocks,Million pounds,553.90
1970's,1970,Onions,Fresh,Availability,Shrink and Loss,Million pounds,350.10
1970's,1970,Onions,Fresh,Availability,Domestic Availability,Million pounds,2080.00
1970's,1970,Onions,Fresh,Availability,Per Capita Availability,Pounds,10.14
1970's,1970,Onions,Fresh,Season Average Price,Current Dollars,$/cwt,3.67
1970's,1970,Onions,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,16.93
1970's,1970,"Peppers, Bell",All uses,Supply,Production,Million pounds,387.20
1970's,1970,"Peppers, Bell",All uses,Supply,Total Imports,Million pounds,69.90
1970's,1970,"Peppers, Bell",All uses,Supply,Fresh Imports,Million pounds,69.90
1970's,1970,"Peppers, Bell",All uses,Supply,Total Supply,Million pounds,457.10
1970's,1970,"Peppers, Bell",All uses,Availability,Exports,Million pounds,13.60
1970's,1970,"Peppers, Bell",All uses,Availability,Domestic Availability,Million pounds,443.50
1970's,1970,"Peppers, Bell",All uses,Availability,Per Capita Availability,Pounds,2.16
1970's,1970,"Peppers, Bell",All uses,Season Average Price,Current Dollars,$/cwt,11.70
1970's,1970,"Peppers, Bell",All uses,Season Average Price,Constant 2012 Dollars,$/cwt,53.97
1970's,1970,Potatoes,Canning,Supply,Production,Million pounds,402.70
1970's,1970,Potatoes,Canning,Supply,Imports,Million pounds,0.00
1970's,1970,Potatoes,Canning,Supply,Total Supply,Million pounds,402.70
1970's,1970,Potatoes,Canning,Availability,Exports,Million pounds,0.00
1970's,1970,Potatoes,Canning,Availability,Domestic Availability,Million pounds,402.70
1970's,1970,Potatoes,Canning,Availability,Per Capita Availability,Pounds,1.96
1970's,1970,Potatoes,Chips & shoestrings,Supply,Production,Million pounds,3566.00
1970's,1970,Potatoes,Chips & shoestrings,Supply,Imports,Million pounds,0.00
1970's,1970,Potatoes,Chips & shoestrings,Supply,Total Supply,Million pounds,3566.00
1970's,1970,Potatoes,Chips & shoestrings,Availability,Exports,Million pounds,0.00
1970's,1970,Potatoes,Chips & shoestrings,Availability,Domestic Availability,Million pounds,3566.00
1970's,1970,Potatoes,Chips & shoestrings,Availability,Per Capita Availability,Pounds,17.40
1970's,1970,Potatoes,Dehydrating,Supply,Production,Million pounds,2576.80
1970's,1970,Potatoes,Dehydrating,Supply,Imports,Million pounds,3.80
1970's,1970,Potatoes,Dehydrating,Supply,Total Supply,Million pounds,2580.60
1970's,1970,Potatoes,Dehydrating,Availability,Exports,Million pounds,123.10
1970's,1970,Potatoes,Dehydrating,Availability,Domestic Availability,Million pounds,2457.50
1970's,1970,Potatoes,Dehydrating,Availability,Per Capita Availability,Pounds,12.00
1970's,1970,Potatoes,Freezing,Supply,Production,Million pounds,6185.90
1970's,1970,Potatoes,Freezing,Supply,Imports,Million pounds,0.00
1970's,1970,Potatoes,Freezing,Supply,Beginning Stocks,Million pounds,880.90
1970's,1970,Potatoes,Freezing,Supply,Total Supply,Million pounds,7066.80
1970's,1970,Potatoes,Freezing,Availability,Exports,Million pounds,0.00
1970's,1970,Potatoes,Freezing,Availability,Ending Stocks,Million pounds,1217.30
1970's,1970,Potatoes,Freezing,Availability,Domestic Availability,Million pounds,5849.50
1970's,1970,Potatoes,Freezing,Availability,Per Capita Availability,Pounds,28.50
1970's,1970,Potatoes,Fresh,Supply,Production,Million pounds,12812.00
1970's,1970,Potatoes,Fresh,Supply,Imports,Million pounds,172.30
1970's,1970,Potatoes,Fresh,Supply,Total Supply,Million pounds,12984.30
1970's,1970,Potatoes,Fresh,Availability,Exports,Million pounds,310.70
1970's,1970,Potatoes,Fresh,Availability,Domestic Availability,Million pounds,12673.60
1970's,1970,Potatoes,Fresh,Availability,Per Capita Availability,Pounds,61.80
1970's,1970,Radishes,All uses,Supply,Production,Million pounds,83.70
1970's,1970,Radishes,All uses,Supply,Imports,Million pounds,19.40
1970's,1970,Radishes,All uses,Supply,Total Supply,Million pounds,103.10
1970's,1970,Radishes,All uses,Availability,Domestic Availability,Million pounds,103.10
1970's,1970,Radishes,All uses,Availability,Per Capita Availability,Pounds,0.50
1970's,1970,Snap beans,Canning,Supply,Production,Million pounds,875.40
1970's,1970,Snap beans,Canning,Supply,Imports,Million pounds,0.50
1970's,1970,Snap beans,Canning,Supply,Beginning Stocks,Million pounds,728.50
1970's,1970,Snap beans,Canning,Supply,Total Supply,Million pounds,1604.40
1970's,1970,Snap beans,Canning,Availability,Exports,Million pounds,3.60
1970's,1970,Snap beans,Canning,Availability,Ending Stocks,Million pounds,644.00
1970's,1970,Snap beans,Canning,Availability,Domestic Availability,Million pounds,956.70
1970's,1970,Snap beans,Canning,Availability,Per Capita Availability,Pounds,4.67
1970's,1970,Snap beans,Canning,Season Average Price,Current Dollars,$/ton,93.80
1970's,1970,Snap beans,Canning,Season Average Price,Constant 2012 Dollars,$/ton,432.72
1970's,1970,Snap beans,Freezing,Supply,Production,Million pounds,264.90
1970's,1970,Snap beans,Freezing,Supply,Imports,Million pounds,0.00
1970's,1970,Snap beans,Freezing,Supply,Beginning Stocks,Million pounds,190.60
1970's,1970,Snap beans,Freezing,Supply,Total Supply,Million pounds,455.50
1970's,1970,Snap beans,Freezing,Availability,Exports,Million pounds,1.70
1970's,1970,Snap beans,Freezing,Availability,Ending Stocks,Million pounds,168.20
1970's,1970,Snap beans,Freezing,Availability,Domestic Availability,Million pounds,285.60
1970's,1970,Snap beans,Freezing,Availability,Per Capita Availability,Pounds,1.39
1970's,1970,Snap beans,Freezing,Season Average Price,Current Dollars,$/ton,101.00
1970's,1970,Snap beans,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,465.93
1970's,1970,Snap beans,Fresh,Supply,Production,Million pounds,312.00
1970's,1970,Snap beans,Fresh,Supply,Imports,Million pounds,12.50
1970's,1970,Snap beans,Fresh,Supply,Total Supply,Million pounds,324.50
1970's,1970,Snap beans,Fresh,Availability,Exports,Million pounds,7.00
1970's,1970,Snap beans,Fresh,Availability,Domestic Availability,Million pounds,317.50
1970's,1970,Snap beans,Fresh,Availability,Per Capita Availability,Pounds,1.55
1970's,1970,Snap beans,Fresh,Season Average Price,Current Dollars,$/cwt,13.10
1970's,1970,Snap beans,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,60.43
1970's,1970,Spinach,Canning,Supply,Production,Million pounds,148.90
1970's,1970,Spinach,Canning,Supply,Beginning Stocks,Million pounds,83.00
1970's,1970,Spinach,Canning,Supply,Total Supply,Million pounds,231.90
1970's,1970,Spinach,Canning,Availability,Ending Stocks,Million pounds,65.80
1970's,1970,Spinach,Canning,Availability,Domestic Availability,Million pounds,166.10
1970's,1970,Spinach,Canning,Availability,Per Capita Availability,Pounds,0.81
1970's,1970,Spinach,Canning,Season Average Price,Current Dollars,$/ton,43.33
1970's,1970,Spinach,Canning,Season Average Price,Constant 2012 Dollars,$/ton,199.89
1970's,1970,Spinach,Freezing,Supply,Production,Million pounds,153.20
1970's,1970,Spinach,Freezing,Supply,Beginning Stocks,Million pounds,52.70
1970's,1970,Spinach,Freezing,Supply,Total Supply,Million pounds,205.90
1970's,1970,Spinach,Freezing,Availability,Exports,Million pounds,1.20
1970's,1970,Spinach,Freezing,Availability,Ending Stocks,Million pounds,57.50
1970's,1970,Spinach,Freezing,Availability,Domestic Availability,Million pounds,147.30
1970's,1970,Spinach,Freezing,Availability,Per Capita Availability,Pounds,0.72
1970's,1970,Spinach,Freezing,Season Average Price,Current Dollars,$/ton,41.95
1970's,1970,Spinach,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,193.50
1970's,1970,Spinach,Fresh,Supply,Production,Million pounds,61.10
1970's,1970,Spinach,Fresh,Supply,Total Supply,Million pounds,61.10
1970's,1970,Spinach,Fresh,Availability,Exports,Million pounds,0.00
1970's,1970,Spinach,Fresh,Availability,Domestic Availability,Million pounds,61.10
1970's,1970,Spinach,Fresh,Availability,Per Capita Availability,Pounds,0.30
1970's,1970,Spinach,Fresh,Season Average Price,Current Dollars,$/cwt,11.40
1970's,1970,Spinach,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,52.59
1970's,1970,Squash,All uses,Supply,Production,Million pounds,246.30
1970's,1970,Squash,All uses,Supply,Imports,Million pounds,26.20
1970's,1970,Squash,All uses,Supply,Total Supply,Million pounds,272.50
1970's,1970,Squash,All uses,Availability,Domestic Availability,Million pounds,272.50
1970's,1970,Squash,All uses,Availability,Per Capita Availability,Pounds,1.33
1970's,1970,Squash,All uses,Season Average Price,Current Dollars,$/cwt,12.10
1970's,1970,Squash,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,55.80
1970's,1970,Sweet Corn,Canning,Supply,Production,Million pounds,2813.40
1970's,1970,Sweet Corn,Canning,Supply,Beginning Stocks,Million pounds,2532.80
1970's,1970,Sweet Corn,Canning,Supply,Total Supply,Million pounds,5346.20
